Client: Synchrony
"Program: Synchrony CCB2B - HIA incremental 8_2026 (ID: 132959)"

Company,Category,Topic,ML Insights Score
Shell Point Retirement Community(shellpoint.org),administration,medical billing,88
Shields Health(shields.com),financial,paypal pay later,100
Shore Health System(shorehealth.org),financial,klarna,75
Shore Health System(shorehealth.org),administration,medical billing,86
Shore Health System(shorehealth.org),financial,paypal (pypl),77
Sightlife(sightlife.org),financial,wells fargo (wfc),65
Sightlife(sightlife.org),transactions & payments,payment plan,90
Sinai Chicago(sinai.org),administration,patient payments,85
Sinai Chicago(sinai.org),financial,paypal (pypl),77
Sinai Chicago(sinai.org),financial,wells fargo (wfc),90
Sinai Chicago(sinai.org),administration,medical billing,81
Skagit Regional Health(skagitregionalhealth.org),personal finance,debt relief,99
Skill Creations Inc.(skillcreations.com),personal finance,debt relief,90
"Skills Of Central Pa, Inc.(skillsofcentralpa.org)",financial,paypal pay in 4,67
"Skills Of Central Pa, Inc.(skillsofcentralpa.org)",financial,klarna,95
Sky Lakes Medical Center(skylakes.org),administration,medical billing,67
Sky Lakes Medical Center(skylakes.org),financial,zippay,97
Skyland Trail(skylandtrail.org),financial,wells fargo (wfc),97
Sma Healthcare(smahealthcare.org),financial,paypal (pypl),62
Snap Fitness(snapfitness.com),financial,paypal pay in 4,97
Snap Fitness(snapfitness.com),administration,patient payments,77
Social Service Coordinators(sscincorporated.com),financial,paypal pay in 4,79
Social Service Coordinators(sscincorporated.com),financial,wells fargo (wfc),81
Somerset Medical Center(somersetmedicalcenter.com),financial,klarna,88
Somerset Medical Center(somersetmedicalcenter.com),financial,paypal pay in 4,67
Somerset Medical Center(somersetmedicalcenter.com),administration,medical billing,85
Sonic Healthcare Usa(sonichealthcareusa.com),financial,paypal pay later,98
Sonic Healthcare Usa(sonichealthcareusa.com),financial,paypal (pypl),79
Sonic Healthcare Usa(sonichealthcareusa.com),financial,afterpay,70
Sonic Healthcare Usa(sonichealthcareusa.com),financial,paypal pay in 4,86
Sonora Quest Laboratories/ Laboratory Sciences Of Arizona(sonoraquest.com),transactions & payments,payment solutions,86
Sonora Quest Laboratories/ Laboratory Sciences Of Arizona(sonoraquest.com),financial,wells fargo (wfc),72
Soulcycle Inc.(soul-cycle.com),administration,patient payments,75
Soulcycle Inc.(soul-cycle.com),financial,wells fargo (wfc),83
Soulcycle Inc.(soul-cycle.com),financial,paypal pay in 4,65
Sound Physicians(soundphysicians.com),transactions & payments,payment solutions,72
Sound Physicians(soundphysicians.com),administration,patient payments,79
Sound Physicians(soundphysicians.com),financial,zippay,97
South Carolina Department Of Mental Health(scdmh.net),financial,Affirm,75
South Carolina Department Of Mental Health(scdmh.net),personal finance,debt relief,75
South Carolina Department Of Mental Health(scdmh.net),financial,affirm,75
South Carolina Department Of Mental Health(scdmh.net),financial,paypal pay in 4,72
South Carolina Department Of Mental Health(scdmh.org),financial,zippay,81
Southcentral Foundation(southcentralfoundation.com),administration,patient payments,93
Southcentral Foundation(southcentralfoundation.com),administration,medical billing,85
Southcentral Foundation(southcentralfoundation.com),financial,paypal pay in 4,100
Southcentral Foundation(southcentralfoundation.com),financial,paypal pay later,90
Southcoast Health(southcoast.org),administration,medical billing,70
Southcoast Health(southcoast.org),administration,patient payments,75
Southcoast Health(southcoast.org),financial,paypal (pypl),94
Southcoast Health(southcoast.org),financial,afterpay,91
Southcoast Medical Group(southcoastmedical.com),personal finance,debt relief,79
Southeast Alaska Regional Health Consortium (Searhc)(searhc.org),financial,paypal pay in 4,79
Southeast Alaska Regional Health Consortium (Searhc)(searhc.org),financial,paypal pay later,62
Southeast Georgia Health System(sghs.org),financial,paypal pay later,62
Southeast Georgia Health System(sghs.org),financial,paypal (pypl),67
Southeast Georgia Health System(sghs.org),financial,wells fargo (wfc),92
"Southeastrans, Inc.(southeastrans.com)",personal finance,debt relief,92
"Southeastrans, Inc.(southeastrans.com)",financial,paypal (pypl),86
Southwest General Health Center(swgeneral.com),administration,medical billing,95
Southwest Human Development(swhd.org),financial,paypal pay in 4,75
Sparrow Health System(sparrow.org),personal finance,debt relief,90
Sparrow Health System(sparrow.org),financial,wells fargo (wfc),77
Sparrow Health System(sparrow.org),administration,medical billing,85
Sparrow Health System(sparrow.org),financial,paypal (pypl),90
Spartanburg Regional Healthcare System(spartanburgregional.com),administration,medical billing,98
Spectrum Of Hope(spectrumofhope.com),financial,paypal (pypl),77
Spencer Community Schools(spencerschools.org),financial,paypal (pypl),72
Springpoint Senior Living(springpointsl.org),financial,wells fargo (wfc),92
Ssm Health(ssmhealth.com),financial,wells fargo (wfc),77
Ssm Health(ssmhealth.com),financial,paypal pay later,90
Ssm Health(ssmhealth.com),financial,paypal pay in 4,75
Ssm Health(ssmhealth.com),financial,paypal credit,79
Ssm Health(ssmhealth.com),administration,medical billing,99
St Francis Health Care System(stfrancishawaii.org),financial,paypal pay in 4,79
St Francis Health Care System(stfrancishawaii.org),financial,paypal pay later,99
St Francis Health Care System(stfrancishawaii.org),administration,medical billing,72
St Lukes-roosevelt Hospital Center(slhson.org),financial,paypal (pypl),92
St Mary Hospital Medical Ctr(sclhs.net),financial,afterpay,62
St Mary Hospital Medical Ctr(sclhs.net),financial,wells fargo (wfc),70
St Mary Hospital Medical Ctr(sclhs.net),financial,paypal pay in 4,72
St Vincent Charity Health And Healing Hub(stvincentcharity.com),personal finance,debt relief,88
St Vincent Charity Health And Healing Hub(stvincentcharity.com),financial,paypal (pypl),62
St Vincent Rehabilitation Hospital(stvincenthealth.com),financial,paypal (pypl),65
St Vincent Rehabilitation Hospital(stvincenthealth.com),administration,medical billing,65
St. Anthony's Medical Center(stanthonysmedcenter.com),financial,paypal pay in 4,77
St. Anthony's Medical Center(stanthonysmedcenter.com),personal finance,debt relief,79
"St. Bernards Hospital, Inc.(sbrmc.com)",administration,patient payments,100
St. Charles Health System(stcharleshealthcare.org),administration,medical billing,79
St. Charles Health System(stcharleshealthcare.org),administration,patient payments,86
St. Charles Health System(stcharleshealthcare.org),financial,paypal pay in 4,75
St. Cloud Medical Group(stcloudmedical.com),personal finance,debt relief,83
St. John's Community Health(wellchild.org),financial,wells fargo (wfc),70
St. Joseph Medical Center(sjmctx.org),financial,paypal pay in 4,70
St. Joseph Medical Center(sjmctx.org),financial,paypal pay later,94
St. Joseph's Villa(neverstopbelieving.org),administration,patient payments,79
St. Joseph's Villa(neverstopbelieving.org),personal finance,debt relief,62
St. Jude Children's Research Hospital - Alsac(stjude.org),financial,klarna,75
St. Jude Children's Research Hospital - Alsac(stjude.org),financial,paypal credit,67
St. Jude Children's Research Hospital - Alsac(stjude.org),administration,medical billing,90
St. Jude Children's Research Hospital - Alsac(stjude.org),administration,patient payments,67
St. Louis Children's Hospital(stlouischildrens.org),administration,medical billing,88
St. Louis Children's Hospital(stlouischildrens.org),financial,wells fargo (wfc),65
St. Louis Children's Hospital(stlouischildrens.org),financial,afterpay,90
St. Louis Heart And Vascular(slhv.com),financial,wells fargo (wfc),79
St. Luke's Hospital(stlukes-stl.com),administration,patient payments,72
St. Luke's Hospital(stlukes-stl.com),administration,medical billing,83
St. Luke's University Health Network(slhn.org),transactions & payments,payment solutions,83
St. Luke's University Health Network(slhn.org),financial,wells fargo (wfc),90
St. Margaret's Health(aboutsmh.org),financial,wells fargo (wfc),77
St. Mary's Health System(stmarysmaine.com),financial,wells fargo (wfc),86
St. Mary's Health System(stmarysmaine.com),administration,medical billing,93
St. Mary's Health(st-marys.org),personal finance,debt relief,70
St. Mary's Health(st-marys.org),financial,paypal pay in 4,99
St. Mary's Health(st-marys.org),administration,patient payments,62
St. Peter's Health Partners(sphp.com),financial,afterpay,67
St. Peter's Health Partners(sphp.com),administration,medical billing,86
St. Peter's Health Partners(sphp.com),financial,wells fargo (wfc),70
St. Tammany Health System(stph.org),administration,patient payments,62
St. Tammany Health System(stph.org),transactions & payments,payment plan,97
St. Tammany Health System(stph.org),financial,wells fargo (wfc),81
St. Tammany Health System(stph.org),personal finance,debt relief,67
St. Tammany Health System(sttammany.health),financial,paypal pay in 4,83
St. Vincent Health(stvincent.org),financial,klarna,72
St. Vincent Health(stvincent.org),administration,medical billing,85
St. Vincent Health(stvincent.org),administration,patient payments,65
St. Vincent Medical Center(stvincentmedicalcenter.com),administration,patient payments,67
Stanford Health Care(stanfordmed.org),financial,wells fargo (wfc),67
Stanford Health Care(stanfordmed.org),administration,medical billing,72
Stanford Medicine Children's Health(stanfordchildrens.org),administration,patient payments,90
Stanford Medicine Children's Health(stanfordchildrens.org),transactions & payments,payment solutions,67
Stanford Medicine Children's Health(stanfordchildrens.org),administration,medical billing,96
Status Health Partners(acutecare.com),personal finance,debt relief,97
Steris Isomedix Services (Now Steris Ast)(steris-ast.com),personal finance,debt relief,77
Steward Health Care Malta(steward.org),personal finance,debt relief,86
Steward Health Care Malta(steward.org),administration,patient payments,72
Steward Health Care Malta(steward.org),transactions & payments,payment solutions,65
Sullivan County Regional Health Department(sullivanhealth.org),personal finance,debt relief,77
Summit County Developmental Disabilities Board(summitdd.org),financial,paypal pay in 4,77
Summit Health(summithealth.com),financial,paypal pay in 4,67
Summit Healthcare Regional Medical Center(summithealthcare.net),financial,wells fargo (wfc),95
Summit Healthcare Regional Medical Center(summithealthcare.net),administration,patient payments,92
Summit Orthopedics(summitortho.com),financial,paypal (pypl),93
Summit Orthopedics(summitortho.com),financial,afterpay,92
Sun Healthcare Group(sunh.com),financial,afterpay,99
Sun Healthcare Group(sunh.com),administration,patient payments,67
Sunrider International(sunrider.com),personal finance,debt relief,75
Sunrider International(sunrider.com),financial,paypal pay in 4,88
Sunrise Senior Living(sunrise.com),administration,medical billing,93
Sunrise Senior Living(sunrise.com),administration,patient payments,62
Sunrise Senior Living(sunriseseniorliving.com),transactions & payments,payment solutions,72
Sunrise Senior Living(sunriseseniorliving.com),financial,afterpay,86
Sunrise Senior Living(sunriseseniorliving.com),financial,wells fargo (wfc),94
Sunrise Senior Living(sunriseseniorliving.com),financial,paypal pay in 4,72
Supportworks Housing(virginiasupportivehousing.org),administration,patient payments,79
"Surgery Partners, Inc(surgerypartners.com)",financial,afterpay,75
"Surgery Partners, Inc(surgerypartners.com)",administration,patient payments,79
Sutter Health - Palo Alto Medical Foundation(pamf.org),financial,paypal credit,65
Sutter Health - Palo Alto Medical Foundation(pamf.org),financial,paypal pay in 4,98
Sutter Health - Palo Alto Medical Foundation(pamf.org),administration,medical billing,83
Sutter Health - Palo Alto Medical Foundation(pamf.org),financial,wells fargo (wfc),75
Sutter Health(sutterhealth.org),administration,medical billing,97
Sutter Health(sutterhealth.org),financial,paypal pay in 4,62
Sutter Health(sutterhealth.org),administration,patient payments,62
Sutter Medical Center(suttermedicalcenter.org),financial,paypal (pypl),67
Sutter Medical Center(suttermedicalcenter.org),administration,medical billing,93
Sutter Medical Center(suttermedicalcenter.org),financial,paypal pay later,83
Swedish Medical Center(swedish.org),financial,paypal credit,72
Swedish Medical Center(swedish.org),financial,afterpay,83
Swedish Medical Center(swedish.org),financial,klarna,70
Swedish Medical Center(swedish.org),administration,medical billing,67
Sycamore Senior Center(mkcommunities.org),financial,paypal (pypl),81
Sycamore Senior Center(mkcommunities.org),personal finance,debt relief,92
Syringa Hospital & Clinics(syringahospital.org),financial,paypal pay in 4,90
THE OFFICE NET(theofficenet.com),administration,patient payments,72
THE OFFICE NET(theofficenet.com),transactions & payments,payment plan,75
Tacoma Prayer & Healing Rooms(massagetherapy.com),financial,paypal pay later,65
Tacoma Prayer & Healing Rooms(massagetherapy.com),administration,patient payments,97
Tacoma Prayer & Healing Rooms(massagetherapy.com),accounting,credit Management,75
Tampa General Hospital(tgh.org),financial,afterpay,65
Tampa General Hospital(tgh.org),administration,medical billing,85
Tampa General Hospital(tgh.org),financial,zippay,88
Tampa General Hospital(tgh.org),administration,patient payments,62
Tanner Health(tanner.org),financial,paypal (pypl),99
Tanner Health(tanner.org),administration,patient payments,88
Tanner Health(tanner.org),transactions & payments,payment plan,77
Tanner Health(tanner.org),financial,paypal pay in 4,65
Teamhealth(teamhealth.com),administration,patient payments,70
Teamhealth(teamhealth.com),administration,medical billing,81
Tegria(tegria.com),financial,wells fargo (wfc),100
Tegria(tegria.com),administration,patient payments,83
Tehachapi Hospital(tvhd.org),personal finance,debt relief,99
Temple Health – Temple University Health System(templehealth.org),administration,patient payments,62
Tender Touch Rehab Services Llc(tendertouch.com),administration,patient payments,88
Tender Touch Rehab Services Llc(tendertouch.com),financial,paypal pay later,67
Tenet Healthcare(tenethealth.com),administration,medical billing,90
Tenet Healthcare(tenethealth.com),financial,afterpay,65
Tenet Healthcare(tenethealth.com),financial,sezzle,75
"Tennessee Cancer Specialists, Pllc(tncancer.com)",financial,wells fargo (wfc),62
Tennessee Orthopaedic Alliance(toa.com),financial,paypal pay in 4,75
Tennessee Orthopaedic Alliance(toa.com),financial,wells fargo (wfc),100
Tennessee Orthopaedic Alliance(toa.com),personal finance,debt relief,62
Tenova Healthcare Limited(tennova.com),financial,wells fargo (wfc),94
Tenova Healthcare Limited(tennova.com),personal finance,debt relief,62
Terrebonne General Health System(tgmc.com),financial,paypal pay later,62
Texas Children's Hospital(texaschildrens.org),administration,medical billing,83
Texas Children's Hospital(texaschildrens.org),administration,patient payments,99
Texas Children's Hospital(texaschildrens.org),financial,afterpay,79
Texas Children's Hospital(texaschildrens.org),transactions & payments,payment plan,67
Texas Digestive Disease Consultants(tddctx.com),personal finance,debt relief,92
Texas Health Center For Diagnostics & Surgery(thcds.com),personal finance,debt relief,90
Texas Oncology(texasoncology.com),administration,patient payments,75
Tha Group(thagroup.org),personal finance,debt relief,93
The Arc Westchester(arcwestchester.org),financial,klarna,81
The Bowen Center(bowencenter.org),administration,medical billing,97
The Breathing Association(breathingassociation.org),personal finance,debt relief,77
The Center At Centennial(centeratcentennial.com),financial,paypal pay in 4,70
The Center At Centennial(centeratcentennial.com),administration,medical billing,62
The Center At Centennial(centeratcentennial.com),administration,patient payments,70
The Center For Cancer And Blood Disorders(thecentertx.com),financial,wells fargo (wfc),90
The Centers For Advanced Orthopaedics(cfaortho.com),financial,paypal pay later,86
The Christ Hospital Health Network(thechristhospital.com),financial,paypal pay in 4,75
The Christ Hospital Health Network(thechristhospital.com),administration,medical billing,92
The Christ Hospital Health Network(thechristhospital.com),financial,affirm,91
The Christ Hospital Health Network(thechristhospital.com),financial,paypal credit,72
The Christ Hospital Health Network(thechristhospital.com),financial,Affirm,91
The Cigna Group(cigna.com),administration,medical billing,92
The Doctors Clinic(thedoctorsclinic.com),financial,paypal pay in 4,86
The Doe Fund(doe.org),administration,patient payments,94
The Doe Fund(doe.org),financial,klarna,77
The Everett Clinic(everettclinic.com),financial,wells fargo (wfc),65
The Everett Clinic(everettclinic.com),administration,patient payments,97
The Hospital Of Central Connecticut(thocc.org),financial,wells fargo (wfc),77
The Institute For Family Health(institute.org),administration,patient payments,65
The Juice Plus+ Company(juiceplus.com),financial,paypal (pypl),81
The Juice Plus+ Company(juiceplus.com),financial,afterpay,95
The Juice Plus+ Company(juiceplus.com),administration,medical billing,94
The Key Thekey.Com(thekey.com),financial,wells fargo (wfc),72
The Medical Team(medicalteam.com),financial,paypal pay in 4,72
The Medical Team(medicalteam.com),financial,paypal (pypl),70
The Medical Team(medicalteam.com),financial,afterpay,77
The Medical Team(medicalteam.com),financial,paypal pay later,97
The Medical Team(medicalteam.com),administration,medical billing,98
The Pasha Group(pashanet.com),administration,patient payments,91
The Polyclinic(polyclinic.com),financial,paypal (pypl),65
The Polyclinic(polyclinic.com),personal finance,debt relief,62
The Polyclinic(polyclinic.com),administration,patient payments,99
The Polyclinic(polyclinic.com),financial,wells fargo (wfc),81
The Renfrew Center(renfrewcenter.com),financial,paypal pay in 4,67
The Renfrew Center(renfrewcenter.com),financial,paypal (pypl),98
The Salem Hospital(salemhospital.org),financial,paypal pay in 4,88
The Salem Hospital(salemhospital.org),administration,medical billing,62
The Salem Hospital(salemhospital.org),personal finance,debt relief,77
The Therapy Center(therapyctr.com),financial,paypal pay in 4,75
The University Of Kansas Health System(kansashealthsystem.com),administration,medical billing,94
The University Of Kansas Health System(kansashealthsystem.com),financial,afterpay,81
The University Of New Mexico Health Sciences Center(unmhealth.org),personal finance,debt relief,72
The University Of New Mexico Health Sciences Center(unmhealth.org),financial,paypal pay in 4,65
The Villages of Indiana Inc.(villages.org),administration,patient payments,88
The Watershed Addiction Treatment Programs Inc(thewatershed.com),financial,wells fargo (wfc),81
Thedacare(thedacare.org),transactions & payments,payment solutions,99
Thedacare(thedacare.org),financial,paypal pay in 4,75
Thedacare(thedacare.org),administration,medical billing,75
Thedacare(thedacare.org),financial,afterpay,88
Thedacare(thedacare.org),financial,wells fargo (wfc),94
"Therapeutic Alternatives, Inc.(mytahome.com)",personal finance,debt relief,83
"Therapynotes, Llc(therapynotes.com)",financial,paypal pay in 4,97
Thirty Madison(thirtymadison.com),personal finance,debt relief,65
Thresholds(thresholds.org),personal finance,debt relief,62
Thresholds(thresholds.org),financial,wells fargo (wfc),72
Thresholds(thresholds.org),financial,paypal pay in 4,75
Tidalhealth(tidalhealth.org),administration,patient payments,94
Tidelands Health(tidelandshealth.org),financial,afterpay,75
Tidelands Health(tidelandshealth.org),financial,paypal pay in 4,98
Tidelands Health(tidelandshealth.org),financial,klarna,70
Tidelands Health(tidelandshealth.org),personal finance,debt relief,67
Tidelands Health(tidelandshealth.org),administration,patient payments,81
Tift Regional Health System(tiftregional.com),personal finance,debt relief,62
Tift Regional Health System(tiftregional.com),financial,paypal (pypl),85
Tift Regional Health System(tiftregional.com),financial,wells fargo (wfc),92
"Till, Inc(tillinc.org)",financial,paypal pay in 4,75
Title Boxing Club(titleboxingclub.com),administration,patient payments,70
Title Boxing Club(titleboxingclub.com),administration,medical billing,75
Title Boxing Club(titleboxingclub.com),financial,wells fargo (wfc),67
Titus Regional Medical Center(titusregional.com),financial,paypal pay in 4,83
Titus Regional Medical Center(titusregional.com),personal finance,debt relief,81
Titus Regional Medical Center(titusregional.com),administration,medical billing,86
Tmc: Therapy Management Corporation(therapymgmt.com),administration,patient payments,81
Tmc: Therapy Management Corporation(therapymgmt.com),financial,klarna,94
Tmc: Therapy Management Corporation(therapymgmt.com),financial,paypal pay in 4,67
Tmf Health Quality Institute(tmf.org),administration,patient payments,97
Torrance Memorial(torrancememorial.org),administration,patient payments,70
Torrance Memorial(torrancememorial.org),financial,afterpay,83
Torrance Memorial(torrancememorial.org),financial,paypal pay in 4,75
"Total Health Care, Inc.(totalhealthcare.org)",financial,klarna,93
Touching Hearts At Home(touchinghearts.com),administration,patient payments,93
Tower Health(towerhealth.org),financial,paypal (pypl),70
Tower Health(towerhealth.org),administration,medical billing,91
Tower Health(towerhealth.org),financial,afterpay,79
Tower Health(towerhealth.org),financial,paypal credit,65
Tower Health(towerhealth.org),administration,patient payments,85
Tri-City Mental Health Authority(tricitymhs.org),personal finance,debt relief,96
Triage Staffing | Healthcare Staffing(triagestaff.com),personal finance,debt relief,72
Triage Staffing | Healthcare Staffing(triagestaff.com),financial,paypal (pypl),65
Triage Staffing | Healthcare Staffing(triagestaff.com),financial,klarna,62
"Triangle Orthopaedic Associates, P.A. Now Known As Emerge Ortho(triangleortho.com)",financial,paypal pay later,98
"Triangle Orthopaedic Associates, P.A. Now Known As Emerge Ortho(triangleortho.com)",financial,paypal (pypl),90
"Triangle Orthopaedic Associates, P.A. Now Known As Emerge Ortho(triangleortho.com)",financial,paypal pay in 4,98
"Triangle Orthopaedic Associates, P.A. Now Known As Emerge Ortho(triangleortho.com)",personal finance,debt relief,75
Trihealth(trihealth.com),administration,patient payments,79
Trihealth(trihealth.com),administration,medical billing,75
Trihealth(trihealth.com),transactions & payments,payment solutions,62
Trihealth(trihealth.com),financial,paypal pay in 4,65
Trihealth(trihealth.com),financial,afterpay,86
"Trilogy Health Services, LLC(gadehealthcare.com)",personal finance,debt relief,75
"Trilogy Health Services, LLC(gadehealthcare.com)",financial,paypal pay in 4,92
"Trilogy Health Services, Llc(trilogyhs.com)",financial,paypal pay in 4,75
"Trilogy Health Services, Llc(trilogyhs.com)",administration,medical billing,92
Trinity Health(trinity-health.org),financial,paypal pay in 4,77
Trinity Health(trinity-health.org),financial,wells fargo (wfc),83
Trinity Health(trinity-health.org),financial,paypal credit,86
Trinity Health(trinity-health.org),financial,sezzle,75
Trinity Health(trinity-health.org),administration,medical billing,79
Trugreen(trugreenjobs.com),administration,patient payments,85
Trugreen(trugreenjobs.com),administration,medical billing,77
Trugreen(trugreenjobs.com),financial,paypal pay in 4,79
Trulieve(trulieve.com),administration,patient payments,70
Tufts Medical Center(tuftsmedicalcenter.org),administration,patient payments,81
Tufts Medical Center(tuftsmedicalcenter.org),administration,medical billing,75
Tufts Medical Center(tuftsmedicalcenter.org),financial,afterpay,62
Tufts Medicine Integrated Network(neqca.org),administration,patient payments,95
Tullahoma Day Care Center Inc(lighttube.net),financial,paypal pay later,81
Turner Unified School District #202(turnerusd202.org),financial,paypal (pypl),67
Twin Lakes Community(twinlakescomm.org),financial,paypal (pypl),75
U.S. Renal Care(usrenalcare.com),transactions & payments,payment plan,81
U.S. Renal Care(usrenalcare.com),administration,medical billing,72
UNITED SURGICAL PARTNERS INTERNATIONAL INC.(unitedsurgical.com),financial,paypal pay in 4,88
UNITED SURGICAL PARTNERS INTERNATIONAL INC.(unitedsurgical.com),administration,medical billing,91
UNITED SURGICAL PARTNERS INTERNATIONAL INC.(unitedsurgical.com),financial,afterpay,92
Uab Medicine(uabmedicine.org),administration,medical billing,94
Uab Medicine(uabmedicine.org),financial,klarna,75
Uab Medicine(uabmedicine.org),administration,patient payments,86
Uab Medicine(uabmedicine.org),financial,afterpay,99
Uams - University Of Arkansas For Medical Sciences(uamshealth.com),financial,paypal credit,90
Uams - University Of Arkansas For Medical Sciences(uamshealth.com),financial,paypal pay in 4,65
Uams - University Of Arkansas For Medical Sciences(uamshealth.com),financial,paypal pay later,83
Uams - University Of Arkansas For Medical Sciences(uamshealth.com),administration,medical billing,88
Uams - University Of Arkansas For Medical Sciences(uamshealth.com),financial,paypal (pypl),70
Ubc(ubc.com),administration,medical billing,88
Ubc(ubc.com),financial,klarna,79
"Ubs Inc Co., Ltd.(ubsin.com)",administration,medical billing,91
"Ubs Inc Co., Ltd.(ubsin.com)",financial,paypal (pypl),88
"Ubs Inc Co., Ltd.(ubsin.com)",financial,wells fargo (wfc),72
Uci Health(ucihealth.org),financial,afterpay,99
Uci Health(ucihealth.org),transactions & payments,payment solutions,75
Uci Health(ucihealth.org),administration,patient payments,91
Uci Health(ucihealth.org),administration,medical billing,72
Uci Medical Affiliates(ucimedinc.com),administration,patient payments,62
Uci Medical Affiliates(ucimedinc.com),financial,paypal pay later,70
Ucla Health(uclahealth.org),transactions & payments,payment solutions,62
Ucla Health(uclahealth.org),administration,patient payments,67
Ucla Health(uclahealth.org),administration,medical billing,96
Ucla Health(uclahealth.org),financial,affirm,91
Ucla Health(uclahealth.org),financial,Affirm,91
Ucsf Health(ucsfhealth.org),personal finance,debt relief,85
Ucsf Health(ucsfhealth.org),administration,medical billing,98
Uf Health(ufhealth.org),administration,medical billing,96
Uhs(uhsinc.com),administration,medical billing,88
Uhs(uhsinc.com),administration,patient payments,90
Um Hospital(umhospital.org),financial,wells fargo (wfc),90
Umass Memorial Medical Center(umassmemorial.org),financial,afterpay,92
Umass Memorial Medical Center(umassmemorial.org),administration,patient payments,85
Umass Memorial Medical Center(umassmemorial.org),administration,medical billing,79
Umass Memorial Medical Center(umassmemorial.org),financial,paypal (pypl),65
Unc Health Johnston(johnstonhealth.org),financial,paypal pay in 4,65
Unc Health Johnston(johnstonhealth.org),personal finance,debt relief,62
Unc Health Wayne(wayneunc.org),financial,paypal pay in 4,83
Unc Health(unchealth.org),personal finance,debt relief,83
Unc Health(unchealth.org),administration,medical billing,83
Unc Health(unchealth.org),financial,afterpay,88
Unc Health(unchealth.org),financial,paypal pay in 4,86
Unc Health(unchealthcare.org),administration,medical billing,70
Unc Health(unchealthcare.org),administration,patient payments,70
Unc Health(unchealthcare.org),financial,wells fargo (wfc),62
United Health Services(uhs.net),administration,patient payments,85
United Homecare(unitedhomecare.com),financial,paypal (pypl),79
United Homecare(unitedhomecare.com),financial,wells fargo (wfc),91
United Lifestyles(spectrum-health.org),administration,patient payments,97
United Lifestyles(spectrum-health.org),administration,medical billing,67
United Lifestyles(spectrum-health.org),financial,afterpay,90
United Lifestyles(spectrum-health.org),personal finance,debt relief,86
United Network For Organ Sharing (Unos)(unos.org),financial,klarna,65
United Network For Organ Sharing (Unos)(unos.org),personal finance,debt relief,70
Unitedhealth Group(unitedhealthgroup.com),financial,paypal pay in 4,67
Unitedhealth Group(unitedhealthgroup.com),administration,medical billing,86
Unitedhealth Group(unitedhealthgroup.com),administration,patient payments,65
Unitedhealth Group(unitedhealthgroup.com),financial,paypal (pypl),70
Unitedhealthcare(uhc.com),financial,afterpay,79
Unitedhealthcare(uhc.com),administration,patient payments,72
Unitedhealthcare(uhc.com),financial,paypal pay in 4,70
Unitedhealthcare(uhc.com),administration,medical billing,92
"Unity Healthcare, Llc(unityhc.com)",personal finance,debt relief,65
Unitypoint Health(unitypoint.org),financial,paypal (pypl),79
Unitypoint Health(unitypoint.org),financial,afterpay,90
Unitypoint Health(unitypoint.org),administration,patient payments,86
Unitypoint Health(unitypoint.org),financial,paypal credit,67
Unitypoint Health(unitypoint.org),administration,medical billing,95
Universal Care Inc.(universalcare.com),financial,paypal pay in 4,85
University Health Kc(trumed.org),financial,wells fargo (wfc),94
University Health(universityhealth.com),financial,afterpay,88
University Health(universityhealth.com),administration,patient payments,75
University Health(universityhealth.com),personal finance,debt relief,62
University Health(universityhealth.com),administration,medical billing,88
University Health(universityhealthsystem.com),personal finance,debt relief,75
University Health(universityhealthsystem.com),administration,medical billing,94
University Health(universityhealthsystem.com),administration,patient payments,86
University Hospital Foundation(uhnjfoundation.org),transactions & payments,payment plan,62
University Hospital Foundation(uhnjfoundation.org),personal finance,debt relief,88
University Hospitals(uhhospitals.org),financial,afterpay,65
University Hospitals(uhhospitals.org),transactions & payments,payment solutions,62
University Hospitals(uhhospitals.org),administration,patient payments,65
University Hospitals(uhhospitals.org),administration,medical billing,90
University Hospitals(uhhospitals.org),financial,paypal pay in 4,79
University Hospitals(uhhospitals.org),financial,paypal credit,93
University Medical Center Of Southern Nevada (Umc)(umcsn.com),financial,paypal pay later,65
University Medical Center Of Southern Nevada (Umc)(umcsn.com),financial,wells fargo (wfc),75
University Medical Center Of Southern Nevada (Umc)(umcsn.com),financial,paypal pay in 4,86
University Medical Center Of Southern Nevada (Umc)(umcsn.com),financial,paypal (pypl),65
University Of Iowa Health Care(uihealthcare.org),financial,klarna,67
University Of Iowa Health Care(uihealthcare.org),administration,patient payments,98
University Of Iowa Health Care(uihealthcare.org),financial,paypal pay in 4,70
University Of Iowa Health Care(uihealthcare.org),financial,afterpay,70
University Of Iowa Health Care(uihealthcare.org),administration,medical billing,93
University Of Iowa(uihc.org),financial,afterpay,70
University Of Iowa(uihc.org),administration,patient payments,65
University Of Iowa(uihc.org),financial,klarna,75
University Of Maryland Medical System(umms.org),administration,medical billing,90
University Of Maryland Medical System(umms.org),financial,afterpay,97
University Of Maryland St. Joseph Medical Center(stjosephtowson.com),financial,paypal (pypl),83
University Of Maryland St. Joseph Medical Center(stjosephtowson.com),transactions & payments,payment plan,67
University Of Michigan Health-West(uofmhealthwest.org),administration,medical billing,72
University Otolaryngology Head & Neck Surgery Inc.(univoto.net),financial,paypal (pypl),72
University Otolaryngology Head & Neck Surgery Inc.(univoto.net),administration,medical billing,99
"University Physicians Group, P.C.(upg.com)",transactions & payments,payment solutions,94
